Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,Area,Weight,is_pareto
workload_151.cpp,xczu7ev-ffvc1156-2-e,5.0,7002.368005,159,1,1,9,19,unroll_16,unroll,unroll_2,7.5,0.13712456999566697,False
workload_152.cpp,xczu7ev-ffvc1156-2-e,5.0,993.344005,323,1,1,42,36,unroll_32,pipeline,pipeline_1,20.0,0.42840807831900696,False
workload_153.cpp,xczu7ev-ffvc1156-2-e,5.0,2033.664005,791,1,1,30,89,unroll_64,unroll,pipeline_1,30.25,0.19167425453175482,False
workload_154.cpp,xczu7ev-ffvc1156-2-e,5.0,4892.928005,1269,1,1,31,51,unroll_16,unroll,unroll_8,21.0,0.1886358350928351,False
workload_157.cpp,xczu7ev-ffvc1156-2-e,5.0,7003.136005,57,1,1,1,3,unroll_2,unroll,unroll_2,1.5,0.14088209846719213,False
workload_158.cpp,xczu7ev-ffvc1156-2-e,5.0,3078.144005,59,1,1,1,3,unroll_2,unroll,pipeline,1.5,0.5927699608874458,False
workload_159.cpp,xczu7ev-ffvc1156-2-e,5.0,2033.664005,61,1,1,1,3,unroll_2,unroll,pipeline_1,1.5,1.0,True
workload_160.cpp,xczu7ev-ffvc1156-2-e,5.0,3078.144005,71,1,1,2,6,unroll_4,unroll,pipeline,2.5,0.5929447818964908,False
workload_161.cpp,xczu7ev-ffvc1156-2-e,5.0,69.634275,86,1,2,9,11,pipeline_1,unroll,pipeline_1,5.75,1.0,True
workload_162.cpp,xczu7ev-ffvc1156-2-e,5.0,417.79438,88,1,1,8,9,pipeline,pipeline,unroll_2,4.75,0.9409329236728641,False
workload_163.cpp,xczu7ev-ffvc1156-2-e,5.0,417.79438,89,1,1,8,9,pipeline_1,pipeline,unroll_8,4.75,0.9409329236728641,False
workload_164.cpp,xczu7ev-ffvc1156-2-e,5.0,417.79438,89,1,1,8,9,pipeline_1,pipeline,pipeline,4.75,0.9409329236728641,False
workload_165.cpp,xczu7ev-ffvc1156-2-e,5.0,417.79438,89,1,1,8,9,pipeline_1,pipeline,unroll_16,4.75,0.9409329236728641,False
workload_166.cpp,xczu7ev-ffvc1156-2-e,5.0,417.79438,91,1,1,8,9,pipeline,pipeline,unroll_16,4.75,0.9409329236728641,False
workload_167.cpp,xczu7ev-ffvc1156-2-e,5.0,993.536005,101,1,1,11,10,unroll_8,pipeline_1,unroll_16,5.75,0.846391306763976,False
workload_168.cpp,xczu7ev-ffvc1156-2-e,5.0,993.536005,102,1,1,11,10,unroll_8,pipeline_1,unroll_2,5.75,0.846391306763976,False
workload_169.cpp,xczu7ev-ffvc1156-2-e,5.0,3972.096005,102,1,1,7,14,unroll_2,unroll,unroll_16,5.75,0.4344951706618796,False
workload_170.cpp,xczu7ev-ffvc1156-2-e,5.0,993.536005,110,1,1,11,10,unroll_8,pipeline,unroll_2,5.75,0.846391306763976,False
workload_171.cpp,xczu7ev-ffvc1156-2-e,5.0,7002.624005,70,1,1,2,6,unroll_4,unroll,unroll_2,2.5,0.14101498986269703,False
workload_172.cpp,xczu7ev-ffvc1156-2-e,5.0,994.304005,63,1,1,3,3,unroll_2,pipeline,pipeline,2.0,0.9094363567245302,False
workload_173.cpp,xczu7ev-ffvc1156-2-e,5.0,993.536005,99,1,1,11,10,unroll_8,pipeline,unroll_4,5.75,0.846391306763976,False
workload_174.cpp,xczu7ev-ffvc1156-2-e,5.0,994.304005,60,1,1,3,3,unroll_2,pipeline_1,unroll_8,2.0,0.9094363567245302,False
workload_175.cpp,xczu7ev-ffvc1156-2-e,5.0,2033.664005,165,1,1,7,23,unroll_16,unroll,pipeline_1,8.0,0.6611406228057674,False
workload_176.cpp,xczu7ev-ffvc1156-2-e,5.0,993.792005,77,1,1,5,5,unroll_4,pipeline,unroll_16,3.0,0.9131981029955141,False
workload_177.cpp,xczu7ev-ffvc1156-2-e,5.0,993.536005,108,1,1,11,10,unroll_8,pipeline_1,unroll_8,5.75,0.846391306763976,False
workload_178.cpp,xczu7ev-ffvc1156-2-e,5.0,2033.664005,100,1,1,4,11,unroll_8,unroll,pipeline_1,4.25,0.7469037076548061,False
workload_179.cpp,xczu7ev-ffvc1156-2-e,5.0,417.79438,91,1,1,8,9,pipeline,pipeline,pipeline_1,4.75,0.9409329236728641,False
workload_180.cpp,xczu7ev-ffvc1156-2-e,5.0,417.79438,95,1,1,8,9,pipeline_1,pipeline,pipeline_1,4.75,0.9409329236728641,False
workload_181.cpp,xczu7ev-ffvc1156-2-e,5.0,979.968005,60,1,1,3,3,unroll_2,pipeline,unroll,2.0,1.0,True
workload_182.cpp,xczu7ev-ffvc1156-2-e,5.0,994.304005,59,1,1,3,3,unroll_2,pipeline,pipeline_1,2.0,0.9094363567245302,False
workload_183.cpp,xczu7ev-ffvc1156-2-e,5.0,69.634275,81,1,2,9,11,pipeline,unroll,unroll_2,5.75,1.0,True
workload_184.cpp,xczu7ev-ffvc1156-2-e,5.0,993.408005,153,1,1,21,19,unroll_16,pipeline_1,pipeline,10.5,0.6987940447247917,False
workload_185.cpp,xczu7ev-ffvc1156-2-e,5.0,993.344005,313,1,1,42,36,unroll_32,pipeline,unroll_2,20.0,0.42840807831900696,False
workload_186.cpp,xczu7ev-ffvc1156-2-e,5.0,993.408005,168,1,1,21,19,unroll_16,pipeline,unroll_4,10.5,0.6987940447247917,False
workload_187.cpp,xczu7ev-ffvc1156-2-e,5.0,979.008005,270,1,1,42,34,unroll_32,pipeline,unroll,19.5,0.44199494361022396,False
workload_188.cpp,xczu7ev-ffvc1156-2-e,5.0,993.344005,363,1,1,42,36,unroll_32,pipeline,unroll_16,20.0,0.42840807831900696,False
workload_189.cpp,xczu7ev-ffvc1156-2-e,5.0,4892.928005,327,1,1,15,27,unroll_8,unroll,unroll_8,11.0,0.28310091728901454,False
workload_190.cpp,xczu7ev-ffvc1156-2-e,5.0,501.763465,403,1,1,9,8,unroll_4,unroll,unroll,4.75,0.9314477364256241,False
workload_191.cpp,xczu7ev-ffvc1156-2-e,5.0,6736.128005,650,1,1,17,30,unroll_16,unroll,unroll_4,12.25,0.1395867981908373,False
workload_192.cpp,xczu7ev-ffvc1156-2-e,5.0,3971.328005,678,1,1,29,48,unroll_8,unroll,unroll_16,19.75,0.2591277064418876,False
workload_193.cpp,xczu7ev-ffvc1156-2-e,5.0,993.312005,991,1,1,85,70,unroll_64,pipeline,unroll_2,39.25,0.11705292024178306,False
workload_194.cpp,xczu7ev-ffvc1156-2-e,5.0,7002.144005,1744,1,1,38,69,unroll_64,unroll,unroll_2,27.25,0.10000000000000002,False
workload_197.cpp,xczu7ev-ffvc1156-2-e,5.0,6736.896005,66,1,1,2,5,unroll_2,unroll,unroll_4,2.25,0.15588756832308465,False
workload_198.cpp,xczu7ev-ffvc1156-2-e,5.0,993.792005,73,1,1,5,5,unroll_4,pipeline,pipeline_1,3.0,0.9131981029955141,False
workload_199.cpp,xczu7ev-ffvc1156-2-e,5.0,979.456005,76,1,1,5,5,unroll_4,pipeline,unroll,3.0,1.0,True
workload_200.cpp,xczu7ev-ffvc1156-2-e,5.0,69.634275,77,1,2,9,11,pipeline,unroll,unroll_16,5.75,1.0,True
workload_201.cpp,xczu7ev-ffvc1156-2-e,5.0,69.634275,78,1,2,9,11,pipeline,unroll,pipeline,5.75,1.0,True
workload_202.cpp,xczu7ev-ffvc1156-2-e,5.0,69.634275,86,1,2,9,11,pipeline_1,unroll,unroll_4,5.75,1.0,True
workload_203.cpp,xczu7ev-ffvc1156-2-e,5.0,6736.384005,86,1,1,4,9,unroll_4,unroll,unroll_4,3.75,0.15555136676657208,False
workload_204.cpp,xczu7ev-ffvc1156-2-e,5.0,417.79438,87,1,1,8,9,pipeline,pipeline,pipeline,4.75,0.9409329236728641,False
workload_205.cpp,xczu7ev-ffvc1156-2-e,5.0,417.79438,89,1,1,8,10,pipeline,pipeline,unroll,5.0,0.9338249067303229,False
workload_206.cpp,xczu7ev-ffvc1156-2-e,5.0,417.79438,89,1,1,8,9,pipeline_1,pipeline_1,unroll_16,4.75,0.9409329236728641,False
workload_207.cpp,xczu7ev-ffvc1156-2-e,5.0,417.79438,89,1,1,8,9,pipeline_1,pipeline,unroll_4,4.75,0.9409329236728641,False
workload_208.cpp,xczu7ev-ffvc1156-2-e,5.0,417.79438,93,1,1,8,9,pipeline,pipeline_1,unroll_8,4.75,0.9409329236728641,False
workload_209.cpp,xczu7ev-ffvc1156-2-e,5.0,417.79438,94,1,1,8,10,pipeline_1,pipeline_1,unroll,5.0,0.9338249067303229,False
workload_210.cpp,xczu7ev-ffvc1156-2-e,5.0,4893.184005,127,1,1,8,15,unroll_4,unroll,unroll_8,6.25,0.31337172337103225,False
workload_211.cpp,xczu7ev-ffvc1156-2-e,5.0,979.968005,61,1,1,3,3,unroll_2,pipeline_1,unroll,2.0,1.0,True
workload_212.cpp,xczu7ev-ffvc1156-2-e,5.0,994.304005,64,1,1,3,3,unroll_2,pipeline_1,unroll_4,2.0,0.9094363567245302,False
workload_213.cpp,xczu7ev-ffvc1156-2-e,5.0,69.634275,81,1,2,9,11,pipeline_1,unroll,unroll_16,5.75,1.0,True
workload_214.cpp,xczu7ev-ffvc1156-2-e,5.0,278.53092,82,1,1,6,6,pipeline_1,unroll,unroll,3.5,1.0,True
workload_215.cpp,xczu7ev-ffvc1156-2-e,5.0,417.79438,93,1,1,8,9,pipeline,pipeline,unroll_8,4.75,0.9409329236728641,False
workload_216.cpp,xczu7ev-ffvc1156-2-e,5.0,278.53092,76,1,1,6,6,pipeline,unroll,unroll,3.5,1.0,True
workload_217.cpp,xczu7ev-ffvc1156-2-e,5.0,993.792005,74,1,1,5,5,unroll_4,pipeline_1,unroll_4,3.0,0.9131981029955141,False
workload_218.cpp,xczu7ev-ffvc1156-2-e,5.0,979.072005,172,1,1,21,18,unroll_16,pipeline_1,unroll,10.25,0.7075902852170458,False
workload_219.cpp,xczu7ev-ffvc1156-2-e,5.0,993.408005,174,1,1,21,19,unroll_16,pipeline,unroll_8,10.5,0.6987940447247917,False
workload_220.cpp,xczu7ev-ffvc1156-2-e,5.0,993.408005,174,1,1,21,19,unroll_16,pipeline_1,unroll_16,10.5,0.6987940447247917,False
workload_221.cpp,xczu7ev-ffvc1156-2-e,5.0,417.79438,91,1,1,8,9,pipeline,pipeline_1,unroll_2,4.75,0.9409329236728641,False
workload_222.cpp,xczu7ev-ffvc1156-2-e,5.0,617.473765,127,1,1,6,5,unroll_2,unroll,unroll,3.25,1.0,True
workload_223.cpp,xczu7ev-ffvc1156-2-e,5.0,417.79438,90,1,1,8,9,pipeline_1,pipeline_1,unroll_2,4.75,0.9409329236728641,False
workload_224.cpp,xczu7ev-ffvc1156-2-e,5.0,979.072005,172,1,1,21,18,unroll_16,pipeline,unroll,10.25,0.7075902852170458,False
workload_225.cpp,xczu7ev-ffvc1156-2-e,5.0,3971.584005,197,1,1,15,26,unroll_4,unroll,unroll_16,10.75,0.38507264824563303,False
workload_226.cpp,xczu7ev-ffvc1156-2-e,5.0,993.344005,327,1,1,42,36,unroll_32,pipeline,unroll_4,20.0,0.42840807831900696,False
workload_227.cpp,xczu7ev-ffvc1156-2-e,5.0,2033.664005,301,1,1,15,45,unroll_32,unroll,pipeline_1,15.5,0.469486150984991,False
workload_228.cpp,xczu7ev-ffvc1156-2-e,5.0,825.856035,505,1,1,10,10,unroll_8,unroll,unroll,5.5,0.8723263195981028,False
workload_229.cpp,xczu7ev-ffvc1156-2-e,5.0,6735.936005,3489,1,1,34,57,unroll_32,unroll,unroll_4,23.25,0.1068501172650237,False
workload_231.cpp,xczu7ev-ffvc1156-2-e,5.0,994.304005,56,1,1,3,3,unroll_2,pipeline_1,pipeline,2.0,0.9094363567245302,False
workload_232.cpp,xczu7ev-ffvc1156-2-e,5.0,994.304005,64,1,1,3,3,unroll_2,pipeline_1,unroll_2,2.0,0.9094363567245302,False
workload_233.cpp,xczu7ev-ffvc1156-2-e,5.0,994.304005,64,1,1,3,3,unroll_2,pipeline_1,pipeline_1,2.0,0.9094363567245302,False
workload_234.cpp,xczu7ev-ffvc1156-2-e,5.0,993.792005,68,1,1,5,5,unroll_4,pipeline_1,unroll_8,3.0,0.9131981029955141,False
workload_235.cpp,xczu7ev-ffvc1156-2-e,5.0,993.792005,68,1,1,5,5,unroll_4,pipeline_1,unroll_2,3.0,0.9131981029955141,False
workload_236.cpp,xczu7ev-ffvc1156-2-e,5.0,993.792005,75,1,1,5,5,unroll_4,pipeline_1,unroll_16,3.0,0.9131981029955141,False
workload_237.cpp,xczu7ev-ffvc1156-2-e,5.0,979.456005,75,1,1,5,5,unroll_4,pipeline_1,unroll,3.0,1.0,True
workload_238.cpp,xczu7ev-ffvc1156-2-e,5.0,993.792005,76,1,1,5,5,unroll_4,pipeline_1,pipeline_1,3.0,0.9131981029955141,False
workload_239.cpp,xczu7ev-ffvc1156-2-e,5.0,417.79438,79,1,1,8,9,pipeline,pipeline_1,unroll_16,4.75,0.9409329236728641,False
workload_240.cpp,xczu7ev-ffvc1156-2-e,5.0,417.79438,79,1,1,8,9,pipeline,pipeline_1,unroll_4,4.75,0.9409329236728641,False
workload_241.cpp,xczu7ev-ffvc1156-2-e,5.0,417.79438,80,1,1,8,10,pipeline,pipeline_1,unroll,5.0,0.9338249067303229,False
workload_242.cpp,xczu7ev-ffvc1156-2-e,5.0,417.79438,80,1,1,8,9,pipeline_1,pipeline_1,unroll_4,4.75,0.9409329236728641,False
workload_243.cpp,xczu7ev-ffvc1156-2-e,5.0,417.79438,87,1,1,8,9,pipeline,pipeline_1,pipeline_1,4.75,0.9409329236728641,False
workload_244.cpp,xczu7ev-ffvc1156-2-e,5.0,417.79438,90,1,1,8,9,pipeline_1,pipeline_1,pipeline_1,4.75,0.9409329236728641,False
workload_245.cpp,xczu7ev-ffvc1156-2-e,5.0,993.792005,64,1,1,5,5,unroll_4,pipeline,pipeline,3.0,0.9131981029955141,False
workload_246.cpp,xczu7ev-ffvc1156-2-e,5.0,417.79438,76,1,1,8,9,pipeline_1,pipeline_1,pipeline,4.75,0.9409329236728641,False
workload_247.cpp,xczu7ev-ffvc1156-2-e,5.0,993.536005,88,1,1,11,10,unroll_8,pipeline_1,pipeline_1,5.75,0.846391306763976,False
workload_248.cpp,xczu7ev-ffvc1156-2-e,5.0,993.792005,62,1,1,5,5,unroll_4,pipeline_1,pipeline,3.0,0.9131981029955141,False
workload_249.cpp,xczu7ev-ffvc1156-2-e,5.0,417.79438,75,1,1,8,9,pipeline,pipeline_1,pipeline,4.75,0.9409329236728641,False
workload_250.cpp,xczu7ev-ffvc1156-2-e,5.0,979.200005,83,1,1,10,10,unroll_8,pipeline,unroll,5.5,0.8554636643210244,False
workload_251.cpp,xczu7ev-ffvc1156-2-e,5.0,993.536005,84,1,1,11,10,unroll_8,pipeline_1,unroll_4,5.75,0.846391306763976,False
workload_252.cpp,xczu7ev-ffvc1156-2-e,5.0,979.200005,82,1,1,10,10,unroll_8,pipeline_1,unroll,5.5,0.8554636643210244,False
workload_253.cpp,xczu7ev-ffvc1156-2-e,3.33,2794.08845133,83,1,1,1,3,unroll_2,unroll,pipeline,1.5,0.5554087855187126,False
workload_254.cpp,xczu7ev-ffvc1156-2-e,3.33,808.15104333,86,1,1,3,3,unroll_2,pipeline,pipeline,2.0,0.902191222665296,False
workload_255.cpp,xczu7ev-ffvc1156-2-e,3.33,2793.74745933,95,1,1,2,6,unroll_4,unroll,pipeline,2.5,0.5559903302834132,False
workload_256.cpp,xczu7ev-ffvc1156-2-e,3.33,46.37681343,108,1,2,10,11,pipeline_1,unroll,pipeline,6.0,1.0,True
workload_257.cpp,xczu7ev-ffvc1156-2-e,3.33,278.25141672,113,1,1,8,9,pipeline_1,pipeline_1,unroll_4,4.75,0.9602507906526371,False
workload_258.cpp,xczu7ev-ffvc1156-2-e,3.33,278.25141672,124,1,1,9,10,pipeline_1,pipeline_1,unroll,5.25,0.9469542307528435,False
workload_259.cpp,xczu7ev-ffvc1156-2-e,3.33,278.25141672,124,1,1,8,9,pipeline,pipeline_1,unroll_4,4.75,0.9602507906526371,False
workload_260.cpp,xczu7ev-ffvc1156-2-e,3.33,278.25141672,126,1,1,8,9,pipeline_1,pipeline,unroll_8,4.75,0.9602507906526371,False
workload_261.cpp,xczu7ev-ffvc1156-2-e,3.33,807.8100513300001,129,1,1,6,5,unroll_4,pipeline,unroll_4,3.25,0.9048922508766151,False
workload_262.cpp,xczu7ev-ffvc1156-2-e,3.33,278.25141672,131,1,1,8,9,pipeline,pipeline,unroll_16,4.75,0.9602507906526371,False
workload_263.cpp,xczu7ev-ffvc1156-2-e,3.33,807.63955533,146,1,1,11,10,unroll_8,pipeline_1,unroll_4,5.75,0.8496039207314376,False
workload_264.cpp,xczu7ev-ffvc1156-2-e,3.33,278.25141672,164,1,1,8,9,pipeline,pipeline_1,unroll_16,4.75,0.9602507906526371,False
workload_265.cpp,xczu7ev-ffvc1156-2-e,3.33,807.8100513300001,126,1,1,6,5,unroll_4,pipeline,unroll_2,3.25,0.9048922508766151,False
workload_266.cpp,xczu7ev-ffvc1156-2-e,3.33,807.55430733,229,1,1,22,20,unroll_16,pipeline_1,unroll_2,11.0,0.6996797892732285,False
workload_267.cpp,xczu7ev-ffvc1156-2-e,3.33,185.50199232,138,1,1,7,7,pipeline_1,unroll,unroll,4.0,1.0,True
workload_268.cpp,xczu7ev-ffvc1156-2-e,3.33,46.37681343,145,1,2,10,11,pipeline,unroll,unroll_2,6.0,1.0,True
workload_269.cpp,xczu7ev-ffvc1156-2-e,3.33,807.55430733,278,1,1,22,20,unroll_16,pipeline,pipeline_1,11.0,0.6996797892732285,False
workload_270.cpp,xczu7ev-ffvc1156-2-e,3.33,2793.49171533,279,1,1,8,25,unroll_16,unroll,pipeline,8.75,0.49965345323936294,False
workload_271.cpp,xczu7ev-ffvc1156-2-e,3.33,2793.57696333,190,1,1,4,12,unroll_8,unroll,pipeline,4.5,0.5477139374867577,False
workload_272.cpp,xczu7ev-ffvc1156-2-e,3.33,485.57378349,179,1,1,6,5,unroll_2,unroll,unroll,3.25,1.0,True
workload_273.cpp,xczu7ev-ffvc1156-2-e,3.33,807.63955533,185,1,1,11,10,unroll_8,pipeline_1,pipeline_1,5.75,0.8496039207314376,False
workload_274.cpp,xczu7ev-ffvc1156-2-e,3.33,807.55430733,234,1,1,22,20,unroll_16,pipeline_1,unroll_16,11.0,0.6996797892732285,False
workload_275.cpp,xczu7ev-ffvc1156-2-e,3.33,807.63955533,177,1,1,11,10,unroll_8,pipeline,unroll_2,5.75,0.8496039207314376,False
workload_276.cpp,xczu7ev-ffvc1156-2-e,3.33,807.63955533,156,1,1,11,10,unroll_8,pipeline,unroll_16,5.75,0.8496039207314376,False
workload_277.cpp,xczu7ev-ffvc1156-2-e,3.33,46.37681343,121,1,2,10,11,pipeline_1,unroll,unroll_4,6.0,1.0,True
workload_278.cpp,xczu7ev-ffvc1156-2-e,3.33,46.37681343,110,1,2,10,11,pipeline,unroll,unroll_8,6.0,1.0,True
workload_279.cpp,xczu7ev-ffvc1156-2-e,3.33,1865.99347533,221,1,1,8,24,unroll_16,unroll,pipeline_1,8.5,0.6335761545789707,False
workload_280.cpp,xczu7ev-ffvc1156-2-e,3.33,371.68358769,527,1,1,9,7,unroll_4,unroll,unroll,4.5,0.9519333031619193,False
workload_281.cpp,xczu7ev-ffvc1156-2-e,3.33,550.3611113100001,731,1,1,11,10,unroll_8,unroll,unroll,5.75,0.8849133373434569,False
workload_282.cpp,xczu7ev-ffvc1156-2-e,3.33,2793.42777933,1154,1,1,30,95,unroll_64,unroll,pipeline,31.75,0.15036212910237318,False
workload_283.cpp,xczu7ev-ffvc1156-2-e,3.33,807.49037133,1259,1,1,90,74,unroll_64,pipeline,unroll_4,41.5,0.11274211042707963,False
workload_284.cpp,xczu7ev-ffvc1156-2-e,3.33,807.49037133,1232,1,1,90,74,unroll_64,pipeline_1,pipeline,41.5,0.11274211042707963,False
workload_285.cpp,xczu7ev-ffvc1156-2-e,3.33,807.49037133,1290,1,1,90,74,unroll_64,pipeline_1,unroll_4,41.5,0.11274211042707963,False
workload_286.cpp,xczu7ev-ffvc1156-2-e,3.33,807.49037133,1316,1,1,90,74,unroll_64,pipeline_1,unroll_16,41.5,0.11274211042707963,False
workload_289.cpp,xczu7ev-ffvc1156-2-e,3.33,808.15104333,80,1,1,3,3,unroll_2,pipeline_1,unroll_2,2.0,0.902191222665296,False
workload_290.cpp,xczu7ev-ffvc1156-2-e,3.33,798.60326733,84,1,1,3,3,unroll_2,pipeline,unroll,2.0,1.0,True
workload_291.cpp,xczu7ev-ffvc1156-2-e,3.33,808.15104333,90,1,1,3,3,unroll_2,pipeline,unroll_2,2.0,0.902191222665296,False
workload_292.cpp,xczu7ev-ffvc1156-2-e,3.33,5954.40230733,92,1,1,1,4,unroll_2,unroll,unroll_2,1.75,0.13616793506023384,False
workload_293.cpp,xczu7ev-ffvc1156-2-e,3.33,807.8100513300001,105,1,1,6,5,unroll_4,pipeline_1,pipeline,3.25,0.9048922508766151,False
workload_294.cpp,xczu7ev-ffvc1156-2-e,3.33,46.37681343,108,1,2,10,11,pipeline,unroll,unroll_4,6.0,1.0,True
workload_295.cpp,xczu7ev-ffvc1156-2-e,3.33,278.25142005000004,112,1,1,8,9,pipeline,pipeline,unroll_2,4.75,0.9602507899181626,False
workload_296.cpp,xczu7ev-ffvc1156-2-e,3.33,278.25141672,125,1,1,8,9,pipeline_1,pipeline_1,pipeline,4.75,0.9602507906526371,False
workload_297.cpp,xczu7ev-ffvc1156-2-e,3.33,807.8100513300001,129,1,1,6,5,unroll_4,pipeline,unroll_8,3.25,0.9048922508766151,False
workload_298.cpp,xczu7ev-ffvc1156-2-e,3.33,278.25141672,135,1,1,8,9,pipeline,pipeline,unroll_4,4.75,0.9602507906526371,False
workload_299.cpp,xczu7ev-ffvc1156-2-e,3.33,1866.24921933,135,1,1,2,6,unroll_4,unroll,pipeline_1,2.5,0.751294933352813,False
workload_300.cpp,xczu7ev-ffvc1156-2-e,3.33,807.63955533,157,1,1,11,10,unroll_8,pipeline,pipeline,5.75,0.8496039207314376,False
workload_301.cpp,xczu7ev-ffvc1156-2-e,3.33,798.09177933,166,1,1,11,10,unroll_8,pipeline_1,unroll,5.75,0.8509259471936723,False
workload_302.cpp,xczu7ev-ffvc1156-2-e,3.33,3526.53926733,183,1,1,7,14,unroll_2,unroll,unroll_16,5.75,0.40761897630237887,False
workload_303.cpp,xczu7ev-ffvc1156-2-e,3.33,5777.08646733,97,1,1,2,5,unroll_2,unroll,unroll_4,2.25,0.14735421858344352,False
workload_304.cpp,xczu7ev-ffvc1156-2-e,3.33,278.25141672,126,1,1,8,9,pipeline,pipeline,unroll_8,4.75,0.9602507906526371,False
